tt0324133,102,7800000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
tt0038787,102,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.9
tt0109254,104,50000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
tt0412019,105,10000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7.2
tt0154420,105,1300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
tt0315327,101,80000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7
tt0087843,229,30000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.4
tt0448124,112,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5
tt0327554,104,100000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
tt0059170,83,45000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0304126,111,600000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1
tt0120753,122,8000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.9
tt0108399,120,12500000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7.9
tt0278504,118,46000000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.2
tt0330602,92,4361898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7
tt0327056,138,25000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.9
tt0417148,105,33000000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5.4
tt0222851,114,12000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.2
tt0107290,127,63000000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1
tt0119567,129,73000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6
tt0163025,92,93000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.9
tt0141369,78,75000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.1
tt0175880,188,37000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
tt0064116,175,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.5
tt0301357,121,4800000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.7
tt0102536,129,3500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8
tt0404030,106,7000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4
tt0489010,103,7000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7
tt0420206,98,2700000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2
tt0067185,91,1200000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.9
tt0135790,110,2888030,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
tt0120663,159,65000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.4
tt0047478,207,2000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.6
tt0078748,117,11000000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.4
tt0458352,109,35000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0416213,88,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5
tt0103776,126,80000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
tt0087800,91,1800000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.5
tt0093822,94,6000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0100150,115,14000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.8
tt0095953,133,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
tt0048728,106,2500000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,7.4
tt0089537,78,22500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6
tt0082096,149,14000000,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.3
tt0454848,129,45000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.6
tt0050083,96,340000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.9
tt0058461,99,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
tt0241303,121,25000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.2
tt0378194,136,30000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
tt0370263,101,70000000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6
